order_date,order_month,order_week,day_of_week,order_id,customer_id,customer_name,city,customer_type,sales_channel,payment_method,order_status,manager,product_id,product_name,category,quantity,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,cost,margin,margin_pct,is_paid,is_cancelled,order_total,order_margin,avg_check,order_sequence,is_repeat_purchase
2026-02-24,2026-02,2026-W09,Tuesday,O000071,C0044,Клиент 0044,Самара,B2C,Яндекс Директ,invoice,paid,Анна Кузнецова,P006,Консультация аналитика,Консалтинг,1,13800,0.05,13800,690.0,13110.0,5800,7310.0,0.5576,1,0,59090.0,27990.0,59090.0,3,1
2026-02-24,2026-02,2026-W09,Tuesday,O000208,C0057,Клиент 0057,Краснодар,B2C,CRM,invoice,paid,Дмитрий Соколов,P005,Сервисное обслуживание,Сервис,1,14000,0.0,14000,0.0,14000.0,7600,6400.0,0.4571,1,0,14000.0,6400.0,14000.0,5,1
2026-02-24,2026-02,2026-W09,Tuesday,O000466,C0082,Клиент 0082,Казань,B2C,CRM,card,refunded,Мария Орлова,P001,Монтаж оборудования,Монтаж,1,31400,0.0,31400,0.0,31400.0,18500,12900.0,0.4108,1,0,31400.0,12900.0,31400.0,1,0
2026-02-24,2026-02,2026-W09,Tuesday,O000557,C0115,Клиент 0115,Москва,B2C,Яндекс Директ,card,paid,Мария Орлова,P004,Подписка Профи,Подписки,1,19800,0.05,19800,990.0,18810.0,6200,12610.0,0.6704,1,0,18810.0,12610.0,18810.0,1,0
2026-02-24,2026-02,2026-W09,Tuesday,O000576,C0113,Клиент 0113,Новосибирск,B2C,CRM,sbp,paid,Анна Кузнецова,P001,Монтаж оборудования,Монтаж,1,28900,0.0,28900,0.0,28900.0,18500,10400.0,0.3599,1,0,75920.0,36020.0,75920.0,2,1
2026-02-24,2026-02,2026-W09,Tuesday,O000576,C0113,Клиент 0113,Новосибирск,B2C,CRM,sbp,paid,Анна Кузнецова,P004,Подписка Профи,Подписки,1,17000,0.0,17000,0.0,17000.0,6200,10800.0,0.6353,1,0,75920.0,36020.0,75920.0,2,1
2026-02-24,2026-02,2026-W09,Tuesday,O000576,C0113,Клиент 0113,Новосибирск,B2C,CRM,sbp,paid,Анна Кузнецова,P005,Сервисное обслуживание,Сервис,2,15800,0.05,31600,1580.0,30020.0,15200,14820.0,0.4937,1,0,75920.0,36020.0,75920.0,2,1
2026-02-25,2026-02,2026-W09,Wednesday,O000101,C0112,Клиент 0112,Москва,B2B,Telegram,card,paid,Иван Петров,P002,Настройка интеграции,Интеграции,1,23600,0.0,23600,0.0,23600.0,12200,11400.0,0.4831,1,0,23600.0,11400.0,23600.0,4,1
2026-02-26,2026-02,2026-W09,Thursday,O000125,C0100,Клиент 0100,Нижний Новгород,B2B,SEO,invoice,paid,Дмитрий Соколов,P005,Сервисное обслуживание,Сервис,1,15300,0.0,15300,0.0,15300.0,7600,7700.0,0.5033,1,0,32400.0,17500.0,32400.0,1,0
2026-02-26,2026-02,2026-W09,Thursday,O000125,C0100,Клиент 0100,Нижний Новгород,B2B,SEO,invoice,paid,Дмитрий Соколов,P010,Обучение команды,Обучение,1,18000,0.05,18000,900.0,17100.0,7300,9800.0,0.5731,1,0,32400.0,17500.0,32400.0,1,0
2026-02-26,2026-02,2026-W09,Thursday,O000241,C0007,Клиент 0007,Москва,B2B,Рекомендации,sbp,paid,Иван Петров,P008,Аудит данных,Аналитика,1,25900,0.0,25900,0.0,25900.0,9200,16700.0,0.6448,1,0,25900.0,16700.0,25900.0,2,1
2026-02-26,2026-02,2026-W09,Thursday,O000263,C0068,Клиент 0068,Санкт-Петербург,B2B,Рекомендации,card,cancelled,Дмитрий Соколов,P001,Монтаж оборудования,Монтаж,1,34400,0.0,34400,0.0,34400.0,18500,15900.0,0.4622,0,1,34400.0,15900.0,34400.0,2,1
2026-02-26,2026-02,2026-W09,Thursday,O000324,C0031,Клиент 0031,Казань,B2C,CRM,sbp,paid,Анна Кузнецова,P005,Сервисное обслуживание,Сервис,1,16000,0.0,16000,0.0,16000.0,7600,8400.0,0.525,1,0,16000.0,8400.0,16000.0,1,0
2026-02-26,2026-02,2026-W09,Thursday,O000514,C0063,Клиент 0063,Санкт-Петербург,B2B,Telegram,card,paid,Анна Кузнецова,P004,Подписка Профи,Подписки,1,15800,0.1,15800,1580.0,14220.0,6200,8020.0,0.564,1,0,52620.0,29620.0,52620.0,4,1
2026-02-26,2026-02,2026-W09,Thursday,O000514,C0063,Клиент 0063,Санкт-Петербург,B2B,Telegram,card,paid,Анна Кузнецова,P005,Сервисное обслуживание,Сервис,1,15400,0.0,15400,0.0,15400.0,7600,7800.0,0.5065,1,0,52620.0,29620.0,52620.0,4,1
2026-02-26,2026-02,2026-W09,Thursday,O000514,C0063,Клиент 0063,Санкт-Петербург,B2B,Telegram,card,paid,Анна Кузнецова,P008,Аудит данных,Аналитика,1,23000,0.0,23000,0.0,23000.0,9200,13800.0,0.6,1,0,52620.0,29620.0,52620.0,4,1
2026-02-28,2026-02,2026-W09,Saturday,O000057,C0154,Клиент 0154,Казань,B2B,Яндекс Директ,card,paid,Анна Кузнецова,P005,Сервисное обслуживание,Сервис,1,15500,0.0,15500,0.0,15500.0,7600,7900.0,0.5097,1,0,15500.0,7900.0,15500.0,1,0
2026-02-28,2026-02,2026-W09,Saturday,O000141,C0017,Клиент 0017,Москва,B2B,CRM,card,paid,Анна Кузнецова,P004,Подписка Профи,Подписки,1,16600,0.0,16600,0.0,16600.0,6200,10400.0,0.6265,1,0,42500.0,23700.0,42500.0,2,1
2026-02-28,2026-02,2026-W09,Saturday,O000141,C0017,Клиент 0017,Москва,B2B,CRM,card,paid,Анна Кузнецова,P007,Разработка отчета,Аналитика,1,25900,0.0,25900,0.0,25900.0,12600,13300.0,0.5135,1,0,42500.0,23700.0,42500.0,2,1
2026-02-28,2026-02,2026-W09,Saturday,O000418,C0120,Клиент 0120,Казань,B2B,CRM,invoice,paid,Иван Петров,P009,Дополнительные услуги,Доп. услуги,1,8100,0.15,8100,1215.0,6885.0,4100,2785.0,0.4045,1,0,6885.0,2785.0,6885.0,1,0
2026-02-28,2026-02,2026-W09,Saturday,O000548,C0109,Клиент 0109,Краснодар,B2B,CRM,card,paid,Мария Орлова,P003,Подписка Базовая,Подписки,1,8500,0.0,8500,0.0,8500.0,3400,5100.0,0.6,1,0,8500.0,5100.0,8500.0,1,0
2026-03-01,2026-03,2026-W09,Sunday,O000103,C0109,Клиент 0109,Краснодар,B2B,SEO,card,paid,Мария Орлова,P004,Подписка Профи,Подписки,1,20200,0.0,20200,0.0,20200.0,6200,14000.0,0.6931,1,0,33700.0,19900.0,33700.0,2,1
2026-03-01,2026-03,2026-W09,Sunday,O000103,C0109,Клиент 0109,Краснодар,B2B,SEO,card,paid,Мария Орлова,P005,Сервисное обслуживание,Сервис,1,13500,0.0,13500,0.0,13500.0,7600,5900.0,0.437,1,0,33700.0,19900.0,33700.0,2,1
2026-03-01,2026-03,2026-W09,Sunday,O000271,C0024,Клиент 0024,Самара,B2C,Email,sbp,paid,Мария Орлова,P002,Настройка интеграции,Интеграции,1,23800,0.0,23800,0.0,23800.0,12200,11600.0,0.4874,1,0,49970.0,25770.0,49970.0,3,1
2026-03-01,2026-03,2026-W09,Sunday,O000271,C0024,Клиент 0024,Самара,B2C,Email,sbp,paid,Мария Орлова,P004,Подписка Профи,Подписки,1,18200,0.15,18200,2730.0,15470.0,6200,9270.0,0.5992,1,0,49970.0,25770.0,49970.0,3,1
2026-03-01,2026-03,2026-W09,Sunday,O000271,C0024,Клиент 0024,Самара,B2C,Email,sbp,paid,Мария Орлова,P006,Консультация аналитика,Консалтинг,1,10700,0.0,10700,0.0,10700.0,5800,4900.0,0.4579,1,0,49970.0,25770.0,49970.0,3,1
2026-03-01,2026-03,2026-W09,Sunday,O000290,C0068,Клиент 0068,Санкт-Петербург,B2B,SEO,sbp,paid,Мария Орлова,P003,Подписка Базовая,Подписки,1,10600,0.0,10600,0.0,10600.0,3400,7200.0,0.6792,1,0,10600.0,7200.0,10600.0,3,1
2026-03-01,2026-03,2026-W09,Sunday,O000461,C0127,Клиент 0127,Самара,B2B,Яндекс Директ,invoice,paid,Мария Орлова,P003,Подписка Базовая,Подписки,1,11700,0.0,11700,0.0,11700.0,3400,8300.0,0.7094,1,0,11700.0,8300.0,11700.0,2,1
2026-03-01,2026-03,2026-W09,Sunday,O000502,C0106,Клиент 0106,Самара,B2C,Яндекс Директ,invoice,paid,Дмитрий Соколов,P005,Сервисное обслуживание,Сервис,1,14800,0.0,14800,0.0,14800.0,7600,7200.0,0.4865,1,0,31880.0,14380.0,31880.0,1,0
2026-03-01,2026-03,2026-W09,Sunday,O000502,C0106,Клиент 0106,Самара,B2C,Яндекс Директ,invoice,paid,Дмитрий Соколов,P006,Консультация аналитика,Консалтинг,1,10800,0.15,10800,1620.0,9180.0,5800,3380.0,0.3682,1,0,31880.0,14380.0,31880.0,1,0
2026-03-01,2026-03,2026-W09,Sunday,O000502,C0106,Клиент 0106,Самара,B2C,Яндекс Директ,invoice,paid,Дмитрий Соколов,P009,Дополнительные услуги,Доп. услуги,1,7900,0.0,7900,0.0,7900.0,4100,3800.0,0.481,1,0,31880.0,14380.0,31880.0,1,0
2026-03-01,2026-03,2026-W09,Sunday,O000554,C0123,Клиент 0123,Самара,B2B,Рекомендации,card,paid,Мария Орлова,P001,Монтаж оборудования,Монтаж,1,29200,0.0,29200,0.0,29200.0,18500,10700.0,0.3664,1,0,29200.0,10700.0,29200.0,2,1
2026-03-01,2026-03,2026-W09,Sunday,O000559,C0049,Клиент 0049,Казань,B2C,Яндекс Директ,invoice,cancelled,Иван Петров,P006,Консультация аналитика,Консалтинг,1,11600,0.0,11600,0.0,11600.0,5800,5800.0,0.5,0,1,11600.0,5800.0,11600.0,1,0
2026-03-02,2026-03,2026-W10,Monday,O000104,C0037,Клиент 0037,Нижний Новгород,B2C,Рекомендации,card,paid,Иван Петров,P002,Настройка интеграции,Интеграции,1,24800,0.15,24800,3720.0,21080.0,12200,8880.0,0.4213,1,0,21080.0,8880.0,21080.0,3,1
2026-03-02,2026-03,2026-W10,Monday,O000123,C0169,Клиент 0169,Санкт-Петербург,B2B,Яндекс Директ,invoice,cancelled,Анна Кузнецова,P001,Монтаж оборудования,Монтаж,1,32900,0.0,32900,0.0,32900.0,18500,14400.0,0.4377,0,1,58500.0,27800.0,58500.0,1,0
2026-03-02,2026-03,2026-W10,Monday,O000123,C0169,Клиент 0169,Санкт-Петербург,B2B,Яндекс Директ,invoice,cancelled,Анна Кузнецова,P002,Настройка интеграции,Интеграции,1,25600,0.0,25600,0.0,25600.0,12200,13400.0,0.5234,0,1,58500.0,27800.0,58500.0,1,0
2026-03-02,2026-03,2026-W10,Monday,O000322,C0011,Клиент 0011,Санкт-Петербург,B2C,CRM,card,paid,Мария Орлова,P003,Подписка Базовая,Подписки,2,9900,0.15,19800,2970.0,16830.0,6800,10030.0,0.596,1,0,16830.0,10030.0,16830.0,3,1
2026-03-03,2026-03,2026-W10,Tuesday,O000074,C0034,Клиент 0034,Москва,B2B,CRM,invoice,cancelled,Иван Петров,P005,Сервисное обслуживание,Сервис,1,11800,0.0,11800,0.0,11800.0,7600,4200.0,0.3559,0,1,23400.0,10000.0,23400.0,1,0
2026-03-03,2026-03,2026-W10,Tuesday,O000074,C0034,Клиент 0034,Москва,B2B,CRM,invoice,cancelled,Иван Петров,P006,Консультация аналитика,Консалтинг,1,11600,0.0,11600,0.0,11600.0,5800,5800.0,0.5,0,1,23400.0,10000.0,23400.0,1,0
2026-03-03,2026-03,2026-W10,Tuesday,O000276,C0178,Клиент 0178,Нижний Новгород,B2C,Рекомендации,card,paid,Дмитрий Соколов,P003,Подписка Базовая,Подписки,1,10300,0.0,10300,0.0,10300.0,3400,6900.0,0.6699,1,0,27900.0,18300.0,27900.0,3,1
2026-03-03,2026-03,2026-W10,Tuesday,O000276,C0178,Клиент 0178,Нижний Новгород,B2C,Рекомендации,card,paid,Дмитрий Соколов,P004,Подписка Профи,Подписки,1,17600,0.0,17600,0.0,17600.0,6200,11400.0,0.6477,1,0,27900.0,18300.0,27900.0,3,1
2026-03-03,2026-03,2026-W10,Tuesday,O000467,C0057,Клиент 0057,Краснодар,B2C,Яндекс Директ,invoice,paid,Дмитрий Соколов,P002,Настройка интеграции,Интеграции,2,25200,0.05,50400,2520.0,47880.0,24400,23480.0,0.4904,1,0,47880.0,23480.0,47880.0,6,1
2026-03-03,2026-03,2026-W10,Tuesday,O000515,C0047,Клиент 0047,Москва,B2B,SEO,sbp,paid,Дмитрий Соколов,P006,Консультация аналитика,Консалтинг,3,12500,0.0,37500,0.0,37500.0,17400,20100.0,0.536,1,0,37500.0,20100.0,37500.0,1,0
2026-03-04,2026-03,2026-W10,Wednesday,O000100,C0097,Клиент 0097,Санкт-Петербург,B2C,Рекомендации,card,paid,Анна Кузнецова,P002,Настройка интеграции,Интеграции,1,20400,0.0,20400,0.0,20400.0,12200,8200.0,0.402,1,0,46400.0,25000.0,46400.0,3,1
2026-03-04,2026-03,2026-W10,Wednesday,O000100,C0097,Клиент 0097,Санкт-Петербург,B2C,Рекомендации,card,paid,Анна Кузнецова,P008,Аудит данных,Аналитика,1,26000,0.0,26000,0.0,26000.0,9200,16800.0,0.6462,1,0,46400.0,25000.0,46400.0,3,1
2026-03-05,2026-03,2026-W10,Thursday,O000294,C0115,Клиент 0115,Москва,B2C,SEO,card,paid,Мария Орлова,P002,Настройка интеграции,Интеграции,1,22400,0.05,22400,1120.0,21280.0,12200,9080.0,0.4267,1,0,21280.0,9080.0,21280.0,2,1
2026-03-05,2026-03,2026-W10,Thursday,O000378,C0170,Клиент 0170,Санкт-Петербург,B2C,SEO,sbp,paid,Дмитрий Соколов,P003,Подписка Базовая,Подписки,1,9100,0.0,9100,0.0,9100.0,3400,5700.0,0.6264,1,0,9100.0,5700.0,9100.0,2,1
2026-03-05,2026-03,2026-W10,Thursday,O000592,C0179,Клиент 0179,Екатеринбург,B2C,Рекомендации,card,refunded,Мария Орлова,P006,Консультация аналитика,Консалтинг,2,13600,0.0,27200,0.0,27200.0,11600,15600.0,0.5735,1,0,27200.0,15600.0,27200.0,2,1
2026-03-06,2026-03,2026-W10,Friday,O000264,C0046,Клиент 0046,Нижний Новгород,B2B,CRM,card,cancelled,Дмитрий Соколов,P001,Монтаж оборудования,Монтаж,1,26700,0.0,26700,0.0,26700.0,18500,8200.0,0.3071,0,1,26700.0,8200.0,26700.0,2,1
2026-03-06,2026-03,2026-W10,Friday,O000384,C0116,Клиент 0116,Нижний Новгород,B2B,Яндекс Директ,sbp,refunded,Мария Орлова,P007,Разработка отчета,Аналитика,2,22900,0.0,45800,0.0,45800.0,25200,20600.0,0.4498,1,0,45800.0,20600.0,45800.0,3,1
2026-03-06,2026-03,2026-W10,Friday,O000395,C0136,Клиент 0136,Нижний Новгород,B2B,Яндекс Директ,invoice,paid,Иван Петров,P003,Подписка Базовая,Подписки,1,9900,0.0,9900,0.0,9900.0,3400,6500.0,0.6566,1,0,23800.0,12800.0,23800.0,2,1
2026-03-06,2026-03,2026-W10,Friday,O000395,C0136,Клиент 0136,Нижний Новгород,B2B,Яндекс Директ,invoice,paid,Иван Петров,P005,Сервисное обслуживание,Сервис,1,13900,0.0,13900,0.0,13900.0,7600,6300.0,0.4532,1,0,23800.0,12800.0,23800.0,2,1
2026-03-07,2026-03,2026-W10,Saturday,O000062,C0084,Клиент 0084,Нижний Новгород,B2B,CRM,invoice,paid,Анна Кузнецова,P009,Дополнительные услуги,Доп. услуги,1,8800,0.0,8800,0.0,8800.0,4100,4700.0,0.5341,1,0,8800.0,4700.0,8800.0,1,0
2026-03-07,2026-03,2026-W10,Saturday,O000310,C0104,Клиент 0104,Москва,B2B,Рекомендации,card,paid,Иван Петров,P001,Монтаж оборудования,Монтаж,3,32800,0.0,98400,0.0,98400.0,55500,42900.0,0.436,1,0,107400.0,48500.0,107400.0,2,1
2026-03-07,2026-03,2026-W10,Saturday,O000310,C0104,Клиент 0104,Москва,B2B,Рекомендации,card,paid,Иван Петров,P003,Подписка Базовая,Подписки,1,9000,0.0,9000,0.0,9000.0,3400,5600.0,0.6222,1,0,107400.0,48500.0,107400.0,2,1
2026-03-07,2026-03,2026-W10,Saturday,O000618,C0147,Клиент 0147,Краснодар,B2B,CRM,invoice,paid,Анна Кузнецова,P001,Монтаж оборудования,Монтаж,1,36200,0.0,36200,0.0,36200.0,18500,17700.0,0.489,1,0,36200.0,17700.0,36200.0,2,1
2026-03-08,2026-03,2026-W10,Sunday,O000164,C0058,Клиент 0058,Нижний Новгород,B2C,CRM,card,paid,Дмитрий Соколов,P002,Настройка интеграции,Интеграции,2,24100,0.0,48200,0.0,48200.0,24400,23800.0,0.4938,1,0,48200.0,23800.0,48200.0,2,1
2026-03-08,2026-03,2026-W10,Sunday,O000213,C0168,Клиент 0168,Санкт-Петербург,B2B,Яндекс Директ,card,paid,Дмитрий Соколов,P004,Подписка Профи,Подписки,1,19600,0.05,19600,980.0,18620.0,6200,12420.0,0.667,1,0,18620.0,12420.0,18620.0,1,0
2026-03-08,2026-03,2026-W10,Sunday,O000314,C0038,Клиент 0038,Новосибирск,B2B,Рекомендации,card,paid,Мария Орлова,P006,Консультация аналитика,Консалтинг,1,11800,0.0,11800,0.0,11800.0,5800,6000.0,0.5085,1,0,11800.0,6000.0,11800.0,2,1
2026-03-09,2026-03,2026-W11,Monday,O000094,C0017,Клиент 0017,Москва,B2B,Яндекс Директ,card,paid,Анна Кузнецова,P007,Разработка отчета,Аналитика,1,30500,0.0,30500,0.0,30500.0,12600,17900.0,0.5869,1,0,57500.0,32600.0,57500.0,3,1
2026-03-09,2026-03,2026-W11,Monday,O000094,C0017,Клиент 0017,Москва,B2B,Яндекс Директ,card,paid,Анна Кузнецова,P009,Дополнительные услуги,Доп. услуги,3,9000,0.0,27000,0.0,27000.0,12300,14700.0,0.5444,1,0,57500.0,32600.0,57500.0,3,1
2026-03-09,2026-03,2026-W11,Monday,O000148,C0153,Клиент 0153,Новосибирск,B2B,Яндекс Директ,invoice,paid,Дмитрий Соколов,P003,Подписка Базовая,Подписки,1,9800,0.0,9800,0.0,9800.0,3400,6400.0,0.6531,1,0,9800.0,6400.0,9800.0,1,0
2026-03-09,2026-03,2026-W11,Monday,O000188,C0078,Клиент 0078,Новосибирск,B2C,CRM,invoice,paid,Анна Кузнецова,P001,Монтаж оборудования,Монтаж,1,29100,0.0,29100,0.0,29100.0,18500,10600.0,0.3643,1,0,29100.0,10600.0,29100.0,3,1
2026-03-09,2026-03,2026-W11,Monday,O000421,C0165,Клиент 0165,Самара,B2B,Яндекс Директ,cashless,paid,Иван Петров,P001,Монтаж оборудования,Монтаж,1,34900,0.0,34900,0.0,34900.0,18500,16400.0,0.4699,1,0,46900.0,22600.0,46900.0,1,0
2026-03-09,2026-03,2026-W11,Monday,O000421,C0165,Клиент 0165,Самара,B2B,Яндекс Директ,cashless,paid,Иван Петров,P006,Консультация аналитика,Консалтинг,1,12000,0.0,12000,0.0,12000.0,5800,6200.0,0.5167,1,0,46900.0,22600.0,46900.0,1,0
2026-03-09,2026-03,2026-W11,Monday,O000533,C0108,Клиент 0108,Краснодар,B2B,CRM,card,paid,Иван Петров,P005,Сервисное обслуживание,Сервис,1,14900,0.0,14900,0.0,14900.0,7600,7300.0,0.4899,1,0,14900.0,7300.0,14900.0,3,1
2026-03-10,2026-03,2026-W11,Tuesday,O000047,C0039,Клиент 0039,Казань,B2B,SEO,invoice,paid,Мария Орлова,P007,Разработка отчета,Аналитика,1,25400,0.0,25400,0.0,25400.0,12600,12800.0,0.5039,1,0,25400.0,12800.0,25400.0,1,0
2026-03-10,2026-03,2026-W11,Tuesday,O000179,C0021,Клиент 0021,Новосибирск,B2B,Яндекс Директ,card,paid,Иван Петров,P005,Сервисное обслуживание,Сервис,1,14800,0.0,14800,0.0,14800.0,7600,7200.0,0.4865,1,0,25400.0,12000.0,25400.0,2,1
2026-03-10,2026-03,2026-W11,Tuesday,O000179,C0021,Клиент 0021,Новосибирск,B2B,Яндекс Директ,card,paid,Иван Петров,P006,Консультация аналитика,Консалтинг,1,10600,0.0,10600,0.0,10600.0,5800,4800.0,0.4528,1,0,25400.0,12000.0,25400.0,2,1
2026-03-10,2026-03,2026-W11,Tuesday,O000315,C0074,Клиент 0074,Казань,B2B,CRM,invoice,paid,Мария Орлова,P004,Подписка Профи,Подписки,1,19000,0.0,19000,0.0,19000.0,6200,12800.0,0.6737,1,0,19000.0,12800.0,19000.0,4,1
2026-03-10,2026-03,2026-W11,Tuesday,O000368,C0052,Клиент 0052,Краснодар,B2B,CRM,card,cancelled,Дмитрий Соколов,P005,Сервисное обслуживание,Сервис,1,15600,0.0,15600,0.0,15600.0,7600,8000.0,0.5128,0,1,15600.0,8000.0,15600.0,2,1
2026-03-11,2026-03,2026-W11,Wednesday,O000172,C0045,Клиент 0045,Москва,B2B,Email,invoice,paid,Анна Кузнецова,P002,Настройка интеграции,Интеграции,1,26500,0.0,26500,0.0,26500.0,12200,14300.0,0.5396,1,0,49800.0,28400.0,49800.0,2,1
2026-03-11,2026-03,2026-W11,Wednesday,O000172,C0045,Клиент 0045,Москва,B2B,Email,invoice,paid,Анна Кузнецова,P008,Аудит данных,Аналитика,1,23300,0.0,23300,0.0,23300.0,9200,14100.0,0.6052,1,0,49800.0,28400.0,49800.0,2,1
2026-03-11,2026-03,2026-W11,Wednesday,O000180,C0139,Клиент 0139,Краснодар,B2B,Яндекс Директ,invoice,paid,Анна Кузнецова,P001,Монтаж оборудования,Монтаж,1,30600,0.0,30600,0.0,30600.0,18500,12100.0,0.3954,1,0,49300.0,23300.0,49300.0,2,1
2026-03-11,2026-03,2026-W11,Wednesday,O000180,C0139,Клиент 0139,Краснодар,B2B,Яндекс Директ,invoice,paid,Анна Кузнецова,P003,Подписка Базовая,Подписки,1,9500,0.0,9500,0.0,9500.0,3400,6100.0,0.6421,1,0,49300.0,23300.0,49300.0,2,1
2026-03-11,2026-03,2026-W11,Wednesday,O000180,C0139,Клиент 0139,Краснодар,B2B,Яндекс Директ,invoice,paid,Анна Кузнецова,P009,Дополнительные услуги,Доп. услуги,1,9200,0.0,9200,0.0,9200.0,4100,5100.0,0.5543,1,0,49300.0,23300.0,49300.0,2,1
2026-03-11,2026-03,2026-W11,Wednesday,O000244,C0160,Клиент 0160,Краснодар,B2B,SEO,card,paid,Иван Петров,P001,Монтаж оборудования,Монтаж,1,29700,0.05,29700,1485.0,28215.0,18500,9715.0,0.3443,1,0,51870.0,21170.0,51870.0,2,1
2026-03-11,2026-03,2026-W11,Wednesday,O000244,C0160,Клиент 0160,Краснодар,B2B,SEO,card,paid,Иван Петров,P002,Настройка интеграции,Интеграции,1,24900,0.05,24900,1245.0,23655.0,12200,11455.0,0.4843,1,0,51870.0,21170.0,51870.0,2,1
2026-03-11,2026-03,2026-W11,Wednesday,O000246,C0131,Клиент 0131,Самара,B2B,CRM,card,paid,Анна Кузнецова,P002,Настройка интеграции,Интеграции,1,28200,0.0,28200,0.0,28200.0,12200,16000.0,0.5674,1,0,53200.0,30000.0,53200.0,2,1
2026-03-11,2026-03,2026-W11,Wednesday,O000246,C0131,Клиент 0131,Самара,B2B,CRM,card,paid,Анна Кузнецова,P003,Подписка Базовая,Подписки,1,10100,0.0,10100,0.0,10100.0,3400,6700.0,0.6634,1,0,53200.0,30000.0,53200.0,2,1
2026-03-11,2026-03,2026-W11,Wednesday,O000246,C0131,Клиент 0131,Самара,B2B,CRM,card,paid,Анна Кузнецова,P005,Сервисное обслуживание,Сервис,1,14900,0.0,14900,0.0,14900.0,7600,7300.0,0.4899,1,0,53200.0,30000.0,53200.0,2,1
2026-03-11,2026-03,2026-W11,Wednesday,O000259,C0155,Клиент 0155,Краснодар,B2B,CRM,invoice,paid,Иван Петров,P006,Консультация аналитика,Консалтинг,1,12600,0.1,12600,1260.0,11340.0,5800,5540.0,0.4885,1,0,11340.0,5540.0,11340.0,3,1
2026-03-11,2026-03,2026-W11,Wednesday,O000389,C0012,Клиент 0012,Екатеринбург,B2C,Яндекс Директ,card,paid,Иван Петров,P009,Дополнительные услуги,Доп. услуги,1,9700,0.0,9700,0.0,9700.0,4100,5600.0,0.5773,1,0,9700.0,5600.0,9700.0,3,1
2026-03-11,2026-03,2026-W11,Wednesday,O000524,C0007,Клиент 0007,Москва,B2B,SEO,sbp,paid,Анна Кузнецова,P004,Подписка Профи,Подписки,1,18700,0.0,18700,0.0,18700.0,6200,12500.0,0.6684,1,0,32665.0,18865.0,32665.0,3,1
2026-03-11,2026-03,2026-W11,Wednesday,O000524,C0007,Клиент 0007,Москва,B2B,SEO,sbp,paid,Анна Кузнецова,P005,Сервисное обслуживание,Сервис,1,14700,0.05,14700,735.0,13965.0,7600,6365.0,0.4558,1,0,32665.0,18865.0,32665.0,3,1
2026-03-12,2026-03,2026-W11,Thursday,O000128,C0155,Клиент 0155,Краснодар,B2B,Яндекс Директ,card,cancelled,Анна Кузнецова,P004,Подписка Профи,Подписки,1,17600,0.0,17600,0.0,17600.0,6200,11400.0,0.6477,0,1,43800.0,25000.0,43800.0,4,1
2026-03-12,2026-03,2026-W11,Thursday,O000128,C0155,Клиент 0155,Краснодар,B2B,Яндекс Директ,card,cancelled,Анна Кузнецова,P007,Разработка отчета,Аналитика,1,26200,0.0,26200,0.0,26200.0,12600,13600.0,0.5191,0,1,43800.0,25000.0,43800.0,4,1
2026-03-12,2026-03,2026-W11,Thursday,O000212,C0055,Клиент 0055,Санкт-Петербург,B2B,Яндекс Директ,invoice,paid,Анна Кузнецова,P009,Дополнительные услуги,Доп. услуги,3,7900,0.1,23700,2370.0,21330.0,12300,9030.0,0.4233,1,0,21330.0,9030.0,21330.0,2,1
2026-03-12,2026-03,2026-W11,Thursday,O000282,C0004,Клиент 0004,Краснодар,B2C,Telegram,invoice,paid,Анна Кузнецова,P006,Консультация аналитика,Консалтинг,1,13500,0.15,13500,2025.0,11475.0,5800,5675.0,0.4946,1,0,11475.0,5675.0,11475.0,3,1
2026-03-12,2026-03,2026-W11,Thursday,O000492,C0019,Клиент 0019,Нижний Новгород,B2C,CRM,sbp,paid,Иван Петров,P005,Сервисное обслуживание,Сервис,1,14700,0.0,14700,0.0,14700.0,7600,7100.0,0.483,1,0,14700.0,7100.0,14700.0,1,0
2026-03-12,2026-03,2026-W11,Thursday,O000498,C0034,Клиент 0034,Москва,B2B,Рекомендации,invoice,paid,Мария Орлова,P007,Разработка отчета,Аналитика,1,28700,0.1,28700,2870.0,25830.0,12600,13230.0,0.5122,1,0,33630.0,16930.0,33630.0,2,1
2026-03-12,2026-03,2026-W11,Thursday,O000498,C0034,Клиент 0034,Москва,B2B,Рекомендации,invoice,paid,Мария Орлова,P009,Дополнительные услуги,Доп. услуги,1,7800,0.0,7800,0.0,7800.0,4100,3700.0,0.4744,1,0,33630.0,16930.0,33630.0,2,1
2026-03-12,2026-03,2026-W11,Thursday,O000602,C0060,Клиент 0060,Санкт-Петербург,B2B,Рекомендации,card,paid,Мария Орлова,P002,Настройка интеграции,Интеграции,1,22700,0.0,22700,0.0,22700.0,12200,10500.0,0.4626,1,0,38090.0,19690.0,38090.0,1,0
2026-03-12,2026-03,2026-W11,Thursday,O000602,C0060,Клиент 0060,Санкт-Петербург,B2B,Рекомендации,card,paid,Мария Орлова,P004,Подписка Профи,Подписки,1,16200,0.05,16200,810.0,15390.0,6200,9190.0,0.5971,1,0,38090.0,19690.0,38090.0,1,0
